interaction_id,student_id,hostel_id,interaction_type,weight,rating,session_id,timestamp
INT-01010,STU-047,HST-027,view,1,,SESS-STU-047-02,2026-01-15 00:12:00
INT-01011,STU-047,HST-013,view,1,,SESS-STU-047-02,2026-01-15 00:16:00
INT-01012,STU-047,HST-021,view,1,,SESS-STU-047-02,2026-01-15 00:25:00
INT-01013,STU-047,HST-026,view,1,,SESS-STU-047-02,2026-01-15 00:54:00
INT-01014,STU-047,HST-028,save,3,,SESS-STU-047-02,2026-01-15 01:01:00
INT-01015,STU-047,HST-021,booking,5,4.3,SESS-STU-047-BOOK,2026-02-23 00:00:00
INT-01016,STU-048,HST-051,view,1,,SESS-STU-048-01,2025-12-15 00:00:00
INT-01017,STU-048,HST-058,view,1,,SESS-STU-048-01,2025-12-15 00:06:00
INT-01018,STU-048,HST-074,view,1,,SESS-STU-048-01,2025-12-15 00:16:00
INT-01019,STU-048,HST-066,view,1,,SESS-STU-048-01,2025-12-15 00:12:00
INT-01020,STU-048,HST-047,view,1,,SESS-STU-048-01,2025-12-15 00:08:00
INT-01021,STU-048,HST-052,view,1,,SESS-STU-048-01,2025-12-15 00:10:00
INT-01022,STU-048,HST-049,view,1,,SESS-STU-048-01,2025-12-15 00:48:00
INT-01023,STU-048,HST-073,view,1,,SESS-STU-048-01,2025-12-15 00:28:00
INT-01024,STU-048,HST-070,view,1,,SESS-STU-048-01,2025-12-15 00:24:00
INT-01025,STU-048,HST-070,save,3,,SESS-STU-048-01,2025-12-15 01:18:00
INT-01026,STU-048,HST-071,view,1,,SESS-STU-048-02,2025-10-27 00:00:00
INT-01027,STU-048,HST-075,view,1,,SESS-STU-048-02,2025-10-27 00:09:00
INT-01028,STU-048,HST-044,view,1,,SESS-STU-048-02,2025-10-27 00:16:00
INT-01029,STU-048,HST-052,view,1,,SESS-STU-048-02,2025-10-27 00:24:00
INT-01030,STU-048,HST-044,save,3,,SESS-STU-048-02,2025-10-27 01:14:00
INT-01031,STU-048,HST-052,save,3,,SESS-STU-048-02,2025-10-27 01:05:00
INT-01032,STU-048,HST-070,booking,5,3.6,SESS-STU-048-BOOK,2026-02-26 00:00:00
INT-01033,STU-049,HST-044,view,1,,SESS-STU-049-01,2025-10-21 00:00:00
INT-01034,STU-049,HST-059,view,1,,SESS-STU-049-01,2025-10-21 00:03:00
INT-01035,STU-049,HST-063,view,1,,SESS-STU-049-01,2025-10-21 00:04:00
INT-01036,STU-049,HST-044,save,3,,SESS-STU-049-01,2025-10-21 01:15:00
INT-01037,STU-049,HST-059,save,3,,SESS-STU-049-01,2025-10-21 01:00:00
INT-01038,STU-049,HST-063,save,3,,SESS-STU-049-01,2025-10-21 01:16:00
INT-01039,STU-049,HST-044,booking,5,2.9,SESS-STU-049-BOOK,2026-02-14 00:00:00
INT-01040,STU-050,HST-017,view,1,,SESS-STU-050-01,2025-10-29 00:00:00
INT-01041,STU-050,HST-003,view,1,,SESS-STU-050-01,2025-10-29 00:06:00
INT-01042,STU-050,HST-028,view,1,,SESS-STU-050-01,2025-10-29 00:16:00
INT-01043,STU-050,HST-034,view,1,,SESS-STU-050-01,2025-10-29 00:27:00
INT-01044,STU-050,HST-019,view,1,,SESS-STU-050-01,2025-10-29 00:12:00
INT-01045,STU-050,HST-009,view,1,,SESS-STU-050-01,2025-10-29 00:25:00
INT-01046,STU-050,HST-001,view,1,,SESS-STU-050-01,2025-10-29 00:18:00
INT-01047,STU-050,HST-013,view,1,,SESS-STU-050-01,2025-10-29 00:35:00
INT-01048,STU-050,HST-017,save,3,,SESS-STU-050-01,2025-10-29 01:03:00
INT-01049,STU-050,HST-001,save,3,,SESS-STU-050-01,2025-10-29 01:29:00
INT-01050,STU-050,HST-028,save,3,,SESS-STU-050-01,2025-10-29 01:00:00
INT-01051,STU-050,HST-017,booking,5,2.9,SESS-STU-050-BOOK,2026-02-24 00:00:00
INT-01052,STU-051,HST-017,view,1,,SESS-STU-051-01,2026-01-01 00:00:00
INT-01053,STU-051,HST-033,view,1,,SESS-STU-051-01,2026-01-01 00:06:00
INT-01054,STU-051,HST-005,view,1,,SESS-STU-051-01,2026-01-01 00:06:00
INT-01055,STU-051,HST-013,view,1,,SESS-STU-051-01,2026-01-01 00:12:00
INT-01056,STU-051,HST-010,view,1,,SESS-STU-051-01,2026-01-01 00:36:00
INT-01057,STU-051,HST-027,view,1,,SESS-STU-051-01,2026-01-01 00:25:00
INT-01058,STU-051,HST-003,view,1,,SESS-STU-051-01,2026-01-01 00:42:00
INT-01059,STU-051,HST-032,view,1,,SESS-STU-051-01,2026-01-01 00:21:00
INT-01060,STU-051,HST-021,view,1,,SESS-STU-051-01,2026-01-01 00:24:00
INT-01061,STU-051,HST-011,view,1,,SESS-STU-051-01,2026-01-01 01:03:00
INT-01062,STU-051,HST-027,save,3,,SESS-STU-051-01,2026-01-01 01:10:00
INT-01063,STU-051,HST-003,save,3,,SESS-STU-051-01,2026-01-01 01:10:00
INT-01064,STU-051,HST-005,save,3,,SESS-STU-051-01,2026-01-01 01:29:00
INT-01065,STU-051,HST-027,booking_attempt,4,,SESS-STU-051-BOOK,2026-02-11 00:00:00
INT-01066,STU-052,HST-069,view,1,,SESS-STU-052-01,2025-09-16 00:00:00
INT-01067,STU-052,HST-067,view,1,,SESS-STU-052-01,2025-09-16 00:06:00
INT-01068,STU-052,HST-047,view,1,,SESS-STU-052-01,2025-09-16 00:16:00
INT-01069,STU-052,HST-061,view,1,,SESS-STU-052-01,2025-09-16 00:21:00
INT-01070,STU-052,HST-071,view,1,,SESS-STU-052-01,2025-09-16 00:32:00
INT-01071,STU-052,HST-054,view,1,,SESS-STU-052-01,2025-09-16 00:10:00
INT-01072,STU-052,HST-075,view,1,,SESS-STU-052-01,2025-09-16 00:30:00
INT-01073,STU-052,HST-049,view,1,,SESS-STU-052-01,2025-09-16 00:42:00
INT-01074,STU-052,HST-041,view,1,,SESS-STU-052-01,2025-09-16 00:16:00
INT-01075,STU-052,HST-067,save,3,,SESS-STU-052-01,2025-09-16 01:26:00
INT-01076,STU-052,HST-067,view,1,,SESS-STU-052-02,2026-01-11 00:00:00
INT-01077,STU-052,HST-062,view,1,,SESS-STU-052-02,2026-01-11 00:05:00
INT-01078,STU-052,HST-042,view,1,,SESS-STU-052-02,2026-01-11 00:14:00
INT-01079,STU-052,HST-054,view,1,,SESS-STU-052-02,2026-01-11 00:09:00
INT-01080,STU-052,HST-039,view,1,,SESS-STU-052-02,2026-01-11 00:28:00
INT-01081,STU-052,HST-075,view,1,,SESS-STU-052-02,2026-01-11 00:30:00
INT-01082,STU-052,HST-046,view,1,,SESS-STU-052-02,2026-01-11 00:12:00
INT-01083,STU-052,HST-060,view,1,,SESS-STU-052-02,2026-01-11 00:56:00
INT-01084,STU-052,HST-054,save,3,,SESS-STU-052-02,2026-01-11 01:28:00
INT-01085,STU-052,HST-062,save,3,,SESS-STU-052-02,2026-01-11 01:08:00
INT-01086,STU-052,HST-062,booking_attempt,4,,SESS-STU-052-BOOK,2026-02-14 00:00:00
INT-01087,STU-052,HST-067,booking,5,2.7,SESS-STU-052-BOOK,2026-02-08 00:00:00
INT-01088,STU-053,HST-014,view,1,,SESS-STU-053-01,2025-09-03 00:00:00
INT-01089,STU-053,HST-038,view,1,,SESS-STU-053-01,2025-09-03 00:02:00
INT-01090,STU-053,HST-031,view,1,,SESS-STU-053-01,2025-09-03 00:04:00
INT-01091,STU-053,HST-003,view,1,,SESS-STU-053-01,2025-09-03 00:06:00
INT-01092,STU-053,HST-032,view,1,,SESS-STU-053-01,2025-09-03 00:20:00
INT-01093,STU-053,HST-038,save,3,,SESS-STU-053-01,2025-09-03 01:23:00
INT-01094,STU-053,HST-014,save,3,,SESS-STU-053-01,2025-09-03 01:29:00
INT-01095,STU-053,HST-020,view,1,,SESS-STU-053-02,2025-09-08 00:00:00
INT-01096,STU-053,HST-033,view,1,,SESS-STU-053-02,2025-09-08 00:04:00
INT-01097,STU-053,HST-016,view,1,,SESS-STU-053-02,2025-09-08 00:10:00
INT-01098,STU-053,HST-032,view,1,,SESS-STU-053-02,2025-09-08 00:18:00
INT-01099,STU-053,HST-003,view,1,,SESS-STU-053-02,2025-09-08 00:28:00
INT-01100,STU-053,HST-023,view,1,,SESS-STU-053-02,2025-09-08 00:15:00
INT-01101,STU-053,HST-029,view,1,,SESS-STU-053-02,2025-09-08 00:48:00
INT-01102,STU-053,HST-021,view,1,,SESS-STU-053-02,2025-09-08 00:14:00
INT-01103,STU-053,HST-032,save,3,,SESS-STU-053-02,2025-09-08 01:01:00
INT-01104,STU-053,HST-022,view,1,,SESS-STU-053-03,2026-01-14 00:00:00
INT-01105,STU-053,HST-031,view,1,,SESS-STU-053-03,2026-01-14 00:06:00
INT-01106,STU-053,HST-016,view,1,,SESS-STU-053-03,2026-01-14 00:08:00
INT-01107,STU-053,HST-016,save,3,,SESS-STU-053-03,2026-01-14 01:23:00
INT-01108,STU-053,HST-014,booking_attempt,4,,SESS-STU-053-BOOK,2026-02-06 00:00:00
INT-01109,STU-053,HST-038,booking,5,2.6,SESS-STU-053-BOOK,2026-02-21 00:00:00
INT-01110,STU-054,HST-014,view,1,,SESS-STU-054-01,2026-01-08 00:00:00
INT-01111,STU-054,HST-006,view,1,,SESS-STU-054-01,2026-01-08 00:09:00
INT-01112,STU-054,HST-028,view,1,,SESS-STU-054-01,2026-01-08 00:06:00
INT-01113,STU-054,HST-021,view,1,,SESS-STU-054-01,2026-01-08 00:15:00
INT-01114,STU-054,HST-037,view,1,,SESS-STU-054-01,2026-01-08 00:16:00
INT-01115,STU-054,HST-037,save,3,,SESS-STU-054-01,2026-01-08 01:07:00
INT-01116,STU-054,HST-006,save,3,,SESS-STU-054-01,2026-01-08 01:00:00
INT-01117,STU-054,HST-028,save,3,,SESS-STU-054-01,2026-01-08 01:09:00
INT-01118,STU-054,HST-009,view,1,,SESS-STU-054-02,2025-09-18 00:00:00
INT-01119,STU-054,HST-023,view,1,,SESS-STU-054-02,2025-09-18 00:05:00
INT-01120,STU-054,HST-003,view,1,,SESS-STU-054-02,2025-09-18 00:06:00
INT-01121,STU-054,HST-032,view,1,,SESS-STU-054-02,2025-09-18 00:09:00
INT-01122,STU-054,HST-014,view,1,,SESS-STU-054-02,2025-09-18 00:36:00
INT-01123,STU-054,HST-009,save,3,,SESS-STU-054-02,2025-09-18 01:08:00
INT-01124,STU-054,HST-023,save,3,,SESS-STU-054-02,2025-09-18 01:18:00
INT-01125,STU-054,HST-032,save,3,,SESS-STU-054-02,2025-09-18 01:01:00
INT-01126,STU-054,HST-023,booking,5,4.4,SESS-STU-054-BOOK,2026-02-24 00:00:00
INT-01127,STU-055,HST-055,view,1,,SESS-STU-055-01,2025-09-06 00:00:00
INT-01128,STU-055,HST-067,view,1,,SESS-STU-055-01,2025-09-06 00:06:00
INT-01129,STU-055,HST-068,view,1,,SESS-STU-055-01,2025-09-06 00:10:00
INT-01130,STU-055,HST-067,save,3,,SESS-STU-055-01,2025-09-06 01:04:00
INT-01131,STU-055,HST-068,save,3,,SESS-STU-055-01,2025-09-06 01:20:00
INT-01132,STU-055,HST-055,save,3,,SESS-STU-055-01,2025-09-06 01:27:00
INT-01133,STU-055,HST-069,view,1,,SESS-STU-055-02,2025-11-27 00:00:00
INT-01134,STU-055,HST-065,view,1,,SESS-STU-055-02,2025-11-27 00:02:00
INT-01135,STU-055,HST-063,view,1,,SESS-STU-055-02,2025-11-27 00:08:00
INT-01136,STU-055,HST-072,view,1,,SESS-STU-055-02,2025-11-27 00:24:00
INT-01137,STU-055,HST-049,view,1,,SESS-STU-055-02,2025-11-27 00:28:00
INT-01138,STU-055,HST-069,save,3,,SESS-STU-055-02,2025-11-27 01:12:00
INT-01139,STU-055,HST-049,save,3,,SESS-STU-055-02,2025-11-27 01:16:00
INT-01140,STU-055,HST-072,save,3,,SESS-STU-055-02,2025-11-27 01:05:00
INT-01141,STU-055,HST-060,view,1,,SESS-STU-055-03,2025-12-26 00:00:00
INT-01142,STU-055,HST-042,view,1,,SESS-STU-055-03,2025-12-26 00:09:00
INT-01143,STU-055,HST-049,view,1,,SESS-STU-055-03,2025-12-26 00:12:00
INT-01144,STU-055,HST-040,view,1,,SESS-STU-055-03,2025-12-26 00:09:00
INT-01145,STU-055,HST-069,view,1,,SESS-STU-055-03,2025-12-26 00:32:00
INT-01146,STU-055,HST-054,view,1,,SESS-STU-055-03,2025-12-26 00:40:00
INT-01147,STU-055,HST-059,view,1,,SESS-STU-055-03,2025-12-26 00:30:00
INT-01148,STU-055,HST-070,view,1,,SESS-STU-055-03,2025-12-26 00:14:00
INT-01149,STU-055,HST-060,save,3,,SESS-STU-055-03,2025-12-26 01:16:00
INT-01150,STU-055,HST-072,booking_attempt,4,,SESS-STU-055-BOOK,2026-02-17 00:00:00
INT-01151,STU-056,HST-069,view,1,,SESS-STU-056-01,2025-12-19 00:00:00
INT-01152,STU-056,HST-070,view,1,,SESS-STU-056-01,2025-12-19 00:02:00
INT-01153,STU-056,HST-043,view,1,,SESS-STU-056-01,2025-12-19 00:12:00
INT-01154,STU-056,HST-047,view,1,,SESS-STU-056-01,2025-12-19 00:06:00
INT-01155,STU-056,HST-060,view,1,,SESS-STU-056-01,2025-12-19 00:32:00
INT-01156,STU-056,HST-073,view,1,,SESS-STU-056-01,2025-12-19 00:30:00
INT-01157,STU-056,HST-043,save,3,,SESS-STU-056-01,2025-12-19 01:26:00
INT-01158,STU-056,HST-069,save,3,,SESS-STU-056-01,2025-12-19 01:14:00
INT-01159,STU-056,HST-073,save,3,,SESS-STU-056-01,2025-12-19 01:06:00
INT-01160,STU-056,HST-073,booking,5,3.9,SESS-STU-056-BOOK,2026-02-21 00:00:00
INT-01161,STU-057,HST-007,view,1,,SESS-STU-057-01,2026-02-18 00:00:00
INT-01162,STU-057,HST-031,view,1,,SESS-STU-057-01,2026-02-18 00:08:00
INT-01163,STU-057,HST-011,view,1,,SESS-STU-057-01,2026-02-18 00:10:00
INT-01164,STU-057,HST-011,save,3,,SESS-STU-057-01,2026-02-18 01:25:00
INT-01165,STU-057,HST-031,view,1,,SESS-STU-057-02,2026-01-05 00:00:00
INT-01166,STU-057,HST-027,view,1,,SESS-STU-057-02,2026-01-05 00:09:00
INT-01167,STU-057,HST-037,view,1,,SESS-STU-057-02,2026-01-05 00:18:00
INT-01168,STU-057,HST-032,view,1,,SESS-STU-057-02,2026-01-05 00:21:00
INT-01169,STU-057,HST-014,view,1,,SESS-STU-057-02,2026-01-05 00:20:00
INT-01170,STU-057,HST-017,view,1,,SESS-STU-057-02,2026-01-05 00:10:00
INT-01171,STU-057,HST-026,view,1,,SESS-STU-057-02,2026-01-05 00:54:00
INT-01172,STU-057,HST-035,view,1,,SESS-STU-057-02,2026-01-05 00:35:00
INT-01173,STU-057,HST-012,view,1,,SESS-STU-057-02,2026-01-05 00:16:00
INT-01174,STU-057,HST-019,view,1,,SESS-STU-057-02,2026-01-05 00:27:00
INT-01175,STU-057,HST-011,view,1,,SESS-STU-057-02,2026-01-05 01:30:00
INT-01176,STU-057,HST-014,save,3,,SESS-STU-057-02,2026-01-05 01:28:00
INT-01177,STU-057,HST-031,save,3,,SESS-STU-057-02,2026-01-05 01:14:00
INT-01178,STU-057,HST-018,view,1,,SESS-STU-057-03,2026-02-20 00:00:00
INT-01179,STU-057,HST-035,view,1,,SESS-STU-057-03,2026-02-20 00:06:00
INT-01180,STU-057,HST-033,view,1,,SESS-STU-057-03,2026-02-20 00:12:00
INT-01181,STU-057,HST-004,view,1,,SESS-STU-057-03,2026-02-20 00:27:00
INT-01182,STU-057,HST-001,view,1,,SESS-STU-057-03,2026-02-20 00:16:00
INT-01183,STU-057,HST-011,view,1,,SESS-STU-057-03,2026-02-20 00:30:00
INT-01184,STU-057,HST-005,view,1,,SESS-STU-057-03,2026-02-20 00:30:00
INT-01185,STU-057,HST-036,view,1,,SESS-STU-057-03,2026-02-20 00:49:00
INT-01186,STU-057,HST-035,save,3,,SESS-STU-057-03,2026-02-20 01:25:00
INT-01187,STU-057,HST-005,save,3,,SESS-STU-057-03,2026-02-20 01:14:00
INT-01188,STU-058,HST-027,view,1,,SESS-STU-058-01,2025-12-14 00:00:00
INT-01189,STU-058,HST-035,view,1,,SESS-STU-058-01,2025-12-14 00:03:00
INT-01190,STU-058,HST-011,view,1,,SESS-STU-058-01,2025-12-14 00:04:00
INT-01191,STU-058,HST-008,view,1,,SESS-STU-058-01,2025-12-14 00:06:00
INT-01192,STU-058,HST-012,view,1,,SESS-STU-058-01,2025-12-14 00:32:00
INT-01193,STU-058,HST-010,view,1,,SESS-STU-058-01,2025-12-14 00:25:00
INT-01194,STU-058,HST-036,view,1,,SESS-STU-058-01,2025-12-14 00:30:00
INT-01195,STU-058,HST-027,save,3,,SESS-STU-058-01,2025-12-14 01:02:00
INT-01196,STU-058,HST-012,save,3,,SESS-STU-058-01,2025-12-14 01:00:00
INT-01197,STU-058,HST-008,save,3,,SESS-STU-058-01,2025-12-14 01:19:00
INT-01198,STU-058,HST-032,view,1,,SESS-STU-058-02,2025-09-01 00:00:00
INT-01199,STU-058,HST-002,view,1,,SESS-STU-058-02,2025-09-01 00:03:00
INT-01200,STU-058,HST-001,view,1,,SESS-STU-058-02,2025-09-01 00:06:00
INT-01201,STU-058,HST-027,view,1,,SESS-STU-058-02,2025-09-01 00:12:00
INT-01202,STU-058,HST-001,save,3,,SESS-STU-058-02,2025-09-01 01:21:00
INT-01203,STU-058,HST-032,save,3,,SESS-STU-058-02,2025-09-01 01:26:00
INT-01204,STU-058,HST-027,save,3,,SESS-STU-058-02,2025-09-01 01:11:00
INT-01205,STU-058,HST-012,booking_attempt,4,,SESS-STU-058-BOOK,2026-02-01 00:00:00
INT-01206,STU-058,HST-032,booking,5,3.4,SESS-STU-058-BOOK,2026-02-17 00:00:00
INT-01207,STU-059,HST-019,view,1,,SESS-STU-059-01,2026-01-15 00:00:00
INT-01208,STU-059,HST-011,view,1,,SESS-STU-059-01,2026-01-15 00:05:00
INT-01209,STU-059,HST-029,view,1,,SESS-STU-059-01,2026-01-15 00:10:00
INT-01210,STU-059,HST-032,view,1,,SESS-STU-059-01,2026-01-15 00:24:00
INT-01211,STU-059,HST-027,view,1,,SESS-STU-059-01,2026-01-15 00:20:00
INT-01212,STU-059,HST-037,view,1,,SESS-STU-059-01,2026-01-15 00:40:00
INT-01213,STU-059,HST-018,view,1,,SESS-STU-059-01,2026-01-15 00:24:00
INT-01214,STU-059,HST-036,view,1,,SESS-STU-059-01,2026-01-15 00:35:00
INT-01215,STU-059,HST-038,view,1,,SESS-STU-059-01,2026-01-15 00:48:00
INT-01216,STU-059,HST-029,save,3,,SESS-STU-059-01,2026-01-15 01:20:00
INT-01217,STU-059,HST-018,view,1,,SESS-STU-059-02,2026-01-24 00:00:00
INT-01218,STU-059,HST-007,view,1,,SESS-STU-059-02,2026-01-24 00:06:00
INT-01219,STU-059,HST-037,view,1,,SESS-STU-059-02,2026-01-24 00:08:00
INT-01220,STU-059,HST-014,view,1,,SESS-STU-059-02,2026-01-24 00:15:00
INT-01221,STU-059,HST-001,view,1,,SESS-STU-059-02,2026-01-24 00:16:00
INT-01222,STU-059,HST-021,view,1,,SESS-STU-059-02,2026-01-24 00:30:00
INT-01223,STU-059,HST-006,view,1,,SESS-STU-059-02,2026-01-24 00:36:00
INT-01224,STU-059,HST-024,view,1,,SESS-STU-059-02,2026-01-24 01:03:00
INT-01225,STU-059,HST-014,save,3,,SESS-STU-059-02,2026-01-24 01:19:00
INT-01226,STU-059,HST-021,save,3,,SESS-STU-059-02,2026-01-24 01:21:00
INT-01227,STU-059,HST-029,booking,5,3.5,SESS-STU-059-BOOK,2026-02-17 00:00:00
INT-01228,STU-060,HST-065,view,1,,SESS-STU-060-01,2025-10-21 00:00:00
INT-01229,STU-060,HST-055,view,1,,SESS-STU-060-01,2025-10-21 00:03:00
INT-01230,STU-060,HST-044,view,1,,SESS-STU-060-01,2025-10-21 00:06:00
INT-01231,STU-060,HST-069,view,1,,SESS-STU-060-01,2025-10-21 00:18:00
INT-01232,STU-060,HST-043,view,1,,SESS-STU-060-01,2025-10-21 00:32:00
INT-01233,STU-060,HST-049,view,1,,SESS-STU-060-01,2025-10-21 00:10:00
INT-01234,STU-060,HST-050,view,1,,SESS-STU-060-01,2025-10-21 00:42:00
INT-01235,STU-060,HST-059,view,1,,SESS-STU-060-01,2025-10-21 00:35:00
INT-01236,STU-060,HST-056,view,1,,SESS-STU-060-01,2025-10-21 00:56:00
INT-01237,STU-060,HST-050,save,3,,SESS-STU-060-01,2025-10-21 01:15:00
INT-01238,STU-060,HST-069,save,3,,SESS-STU-060-01,2025-10-21 01:29:00
INT-01239,STU-060,HST-055,save,3,,SESS-STU-060-01,2025-10-21 01:26:00
INT-01240,STU-060,HST-065,view,1,,SESS-STU-060-02,2025-11-18 00:00:00
INT-01241,STU-060,HST-047,view,1,,SESS-STU-060-02,2025-11-18 00:07:00
INT-01242,STU-060,HST-052,view,1,,SESS-STU-060-02,2025-11-18 00:12:00
INT-01243,STU-060,HST-064,view,1,,SESS-STU-060-02,2025-11-18 00:27:00
INT-01244,STU-060,HST-051,view,1,,SESS-STU-060-02,2025-11-18 00:28:00
INT-01245,STU-060,HST-057,view,1,,SESS-STU-060-02,2025-11-18 00:30:00
INT-01246,STU-060,HST-064,save,3,,SESS-STU-060-02,2025-11-18 01:29:00
INT-01247,STU-060,HST-057,save,3,,SESS-STU-060-02,2025-11-18 01:21:00
INT-01248,STU-060,HST-047,save,3,,SESS-STU-060-02,2025-11-18 01:08:00
INT-01249,STU-060,HST-048,view,1,,SESS-STU-060-03,2026-02-15 00:00:00
INT-01250,STU-060,HST-072,view,1,,SESS-STU-060-03,2026-02-15 00:07:00
INT-01251,STU-060,HST-059,view,1,,SESS-STU-060-03,2026-02-15 00:12:00
INT-01252,STU-060,HST-046,view,1,,SESS-STU-060-03,2026-02-15 00:15:00
INT-01253,STU-060,HST-075,view,1,,SESS-STU-060-03,2026-02-15 00:12:00
INT-01254,STU-060,HST-074,view,1,,SESS-STU-060-03,2026-02-15 00:20:00
INT-01255,STU-060,HST-057,view,1,,SESS-STU-060-03,2026-02-15 00:12:00
INT-01256,STU-060,HST-057,save,3,,SESS-STU-060-03,2026-02-15 01:26:00
INT-01257,STU-060,HST-047,booking_attempt,4,,SESS-STU-060-BOOK,2026-02-08 00:00:00
INT-01258,STU-061,HST-045,view,1,,SESS-STU-061-01,2025-09-16 00:00:00
INT-01259,STU-061,HST-052,view,1,,SESS-STU-061-01,2025-09-16 00:06:00
INT-01260,STU-061,HST-064,view,1,,SESS-STU-061-01,2025-09-16 00:08:00
INT-01261,STU-061,HST-060,view,1,,SESS-STU-061-01,2025-09-16 00:21:00
INT-01262,STU-061,HST-062,view,1,,SESS-STU-061-01,2025-09-16 00:28:00
INT-01263,STU-061,HST-066,view,1,,SESS-STU-061-01,2025-09-16 00:35:00
INT-01264,STU-061,HST-043,view,1,,SESS-STU-061-01,2025-09-16 00:12:00
INT-01265,STU-061,HST-066,save,3,,SESS-STU-061-01,2025-09-16 01:26:00
INT-01266,STU-061,HST-052,save,3,,SESS-STU-061-01,2025-09-16 01:06:00
INT-01267,STU-061,HST-066,booking,5,4.7,SESS-STU-061-BOOK,2026-02-16 00:00:00
INT-01268,STU-062,HST-039,view,1,,SESS-STU-062-01,2025-11-15 00:00:00
INT-01269,STU-062,HST-043,view,1,,SESS-STU-062-01,2025-11-15 00:06:00
INT-01270,STU-062,HST-066,view,1,,SESS-STU-062-01,2025-11-15 00:14:00
INT-01271,STU-062,HST-060,view,1,,SESS-STU-062-01,2025-11-15 00:18:00
INT-01272,STU-062,HST-065,view,1,,SESS-STU-062-01,2025-11-15 00:28:00
INT-01273,STU-062,HST-063,view,1,,SESS-STU-062-01,2025-11-15 00:20:00
INT-01274,STU-062,HST-054,view,1,,SESS-STU-062-01,2025-11-15 00:36:00
INT-01275,STU-062,HST-045,view,1,,SESS-STU-062-01,2025-11-15 00:42:00
INT-01276,STU-062,HST-074,view,1,,SESS-STU-062-01,2025-11-15 00:16:00
INT-01277,STU-062,HST-066,save,3,,SESS-STU-062-01,2025-11-15 01:14:00
INT-01278,STU-062,HST-054,save,3,,SESS-STU-062-01,2025-11-15 01:18:00
INT-01279,STU-062,HST-075,view,1,,SESS-STU-062-02,2026-02-09 00:00:00
INT-01280,STU-062,HST-050,view,1,,SESS-STU-062-02,2026-02-09 00:09:00
INT-01281,STU-062,HST-039,view,1,,SESS-STU-062-02,2026-02-09 00:08:00
INT-01282,STU-062,HST-045,view,1,,SESS-STU-062-02,2026-02-09 00:09:00
INT-01283,STU-062,HST-050,save,3,,SESS-STU-062-02,2026-02-09 01:17:00
INT-01284,STU-063,HST-052,view,1,,SESS-STU-063-01,2025-11-28 00:00:00
INT-01285,STU-063,HST-068,view,1,,SESS-STU-063-01,2025-11-28 00:03:00
INT-01286,STU-063,HST-063,view,1,,SESS-STU-063-01,2025-11-28 00:14:00
INT-01287,STU-063,HST-042,view,1,,SESS-STU-063-01,2025-11-28 00:21:00
INT-01288,STU-063,HST-064,view,1,,SESS-STU-063-01,2025-11-28 00:12:00
INT-01289,STU-063,HST-072,view,1,,SESS-STU-063-01,2025-11-28 00:30:00
INT-01290,STU-063,HST-068,save,3,,SESS-STU-063-01,2025-11-28 01:14:00
INT-01291,STU-063,HST-072,save,3,,SESS-STU-063-01,2025-11-28 01:24:00
INT-01292,STU-063,HST-052,save,3,,SESS-STU-063-01,2025-11-28 01:29:00
INT-01293,STU-063,HST-072,booking_attempt,4,,SESS-STU-063-BOOK,2026-02-20 00:00:00
INT-01294,STU-064,HST-041,view,1,,SESS-STU-064-01,2025-12-10 00:00:00
INT-01295,STU-064,HST-060,view,1,,SESS-STU-064-01,2025-12-10 00:02:00
INT-01296,STU-064,HST-063,view,1,,SESS-STU-064-01,2025-12-10 00:08:00
INT-01297,STU-064,HST-055,view,1,,SESS-STU-064-01,2025-12-10 00:18:00
INT-01298,STU-064,HST-055,save,3,,SESS-STU-064-01,2025-12-10 01:01:00
INT-01299,STU-064,HST-060,save,3,,SESS-STU-064-01,2025-12-10 01:22:00
INT-01300,STU-064,HST-068,view,1,,SESS-STU-064-02,2025-12-11 00:00:00
INT-01301,STU-064,HST-050,view,1,,SESS-STU-064-02,2025-12-11 00:06:00
INT-01302,STU-064,HST-054,view,1,,SESS-STU-064-02,2025-12-11 00:06:00
INT-01303,STU-064,HST-050,save,3,,SESS-STU-064-02,2025-12-11 01:26:00
INT-01304,STU-064,HST-055,booking,5,3.1,SESS-STU-064-BOOK,2026-02-12 00:00:00
INT-01305,STU-065,HST-055,view,1,,SESS-STU-065-01,2025-10-29 00:00:00
INT-01306,STU-065,HST-045,view,1,,SESS-STU-065-01,2025-10-29 00:03:00
INT-01307,STU-065,HST-042,view,1,,SESS-STU-065-01,2025-10-29 00:12:00
INT-01308,STU-065,HST-049,view,1,,SESS-STU-065-01,2025-10-29 00:15:00
INT-01309,STU-065,HST-056,view,1,,SESS-STU-065-01,2025-10-29 00:36:00
INT-01310,STU-065,HST-071,view,1,,SESS-STU-065-01,2025-10-29 00:40:00
INT-01311,STU-065,HST-049,save,3,,SESS-STU-065-01,2025-10-29 01:05:00
INT-01312,STU-065,HST-055,save,3,,SESS-STU-065-01,2025-10-29 01:22:00
INT-01313,STU-065,HST-045,save,3,,SESS-STU-065-01,2025-10-29 01:10:00
INT-01314,STU-065,HST-057,view,1,,SESS-STU-065-02,2026-02-07 00:00:00
INT-01315,STU-065,HST-067,view,1,,SESS-STU-065-02,2026-02-07 00:02:00
INT-01316,STU-065,HST-063,view,1,,SESS-STU-065-02,2026-02-07 00:10:00
