student_id,gender,department,year,latitude,longitude,budget_min,budget_max,price_sensitivity,max_distance_km,needs_transport,preferred_type,preferred_room_type,food_preference,study_preference,social_preference,comfort_preference,noise_tolerance,curfew_flexibility,must_have_amenities,priority_wifi,priority_gym,priority_study_room,priority_cafeteria,priority_laundry,priority_ac,priority_hot_water,priority_generator,ethnicity,home_city,languages,university,degree,smoking_pref,cleanliness_level,sleep_schedule,guest_policy,sharing_pref,personality,study_habits,job_title,company,priority_parking,priority_security_guard,priority_prayer_room,work_schedule,work_from_home,years_experience,is_professional,resident_type
JOB-120,Female,Banker,4,33.669845,73.044878,11882,20759,0.77,5.1,1,,Single,Both,,0.36,0.67,0.41,0.87,"Common Room, AC, Security Guard",0,,,,0,1,0,0,Punjabi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,5,Night owl,Occasional guests,Flexible,Ambivert,0.73,Banker,Islamabad Industrial Area (I-9),0.0,1.0,0.0,Regular hours,0.3,4.0,True,professional
JOB-121,Female,HR Manager,4,33.722664,73.051682,17383,23763,0.87,4.6,1,,Shared,Veg,,0.55,0.55,0.12,0.49,"Transport Nearby, Parking, Laundry, Prayer Room",0,,,,1,0,0,0,Sindhi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,4,Flexible,Occasional guests,Flexible,Ambivert,0.39,HR Manager,Centaurus Mall Area,1.0,0.0,1.0,Regular hours,0.3,7.0,True,professional
JOB-122,Female,Journalist,4,33.658275,73.053118,14786,29079,0.52,5.4,1,,Double,Veg,,0.55,0.72,0.45,0.62,"AC, Common Room, WiFi, Power Backup, CCTV, Transport Nearby",1,,,,0,1,0,1,Pathan,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,5,Night owl,Occasional guests,Flexible,Ambivert,0.58,Journalist,Islamabad Industrial Area (I-9),0.0,0.0,0.0,Regular hours,0.3,1.0,True,professional
JOB-123,Female,Mechanic,4,33.705485,73.050874,11470,29680,0.39,6.8,1,,Single,Both,,0.61,0.77,0.46,0.83,"Power Backup, Prayer Room, CCTV",0,,,,0,0,0,1,Sindhi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,5,Night owl,Occasional guests,Flexible,Ambivert,0.39,Mechanic,Stock Exchange (ISE),0.0,0.0,1.0,Regular hours,0.3,1.0,True,professional
JOB-124,Male,HR Manager,4,33.663304,73.058869,15009,23638,0.9,7.4,1,,Double,Non-Veg,,0.66,0.46,0.36,0.48,"Prayer Room, Transport Nearby, Parking, WiFi, Generator",1,,,,0,0,0,0,Pathan,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,4,Flexible,Occasional guests,Flexible,Ambivert,0.41,HR Manager,Islamabad Industrial Area (I-9),1.0,0.0,1.0,Regular hours,0.3,4.0,True,professional
JOB-125,Female,Graphic Designer,4,33.712488,73.055259,8017,17010,0.53,1.9,0,,Single,Non-Veg,,0.52,0.79,0.5,0.6,"CCTV, Power Backup, Laundry, Generator",0,,,,1,0,0,1,Punjabi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,5,Flexible,Occasional guests,Flexible,Ambivert,0.31,Graphic Designer,Stock Exchange (ISE),0.0,0.0,0.0,Regular hours,0.3,9.0,True,professional
JOB-126,Male,Marketing Executive,4,33.702014,72.975396,10246,24787,0.74,6.3,1,,Single,Both,,0.42,0.31,0.36,0.61,"Prayer Room, Parking, Generator, CCTV",0,,,,0,0,0,0,Islamabadi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,3,Night owl,Occasional guests,Flexible,Ambivert,0.4,Marketing Executive,F-10 Markaz,1.0,0.0,1.0,Regular hours,0.3,1.0,True,professional
JOB-127,Male,Marketing Executive,4,33.682039,73.042933,14291,27810,0.87,3.2,1,,Single,Non-Veg,,0.25,0.66,0.39,0.5,"Prayer Room, Hot Water, Laundry",0,,,,1,0,1,0,Pathan,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,4,Flexible,Occasional guests,Flexible,Ambivert,0.75,Marketing Executive,G-8 Markaz,0.0,0.0,1.0,Regular hours,0.3,3.0,True,professional
JOB-128,Male,Business Development,4,33.720041,73.0649,11921,30137,0.47,2.7,0,,Single,Veg,,0.66,0.38,0.44,0.7,"Security Guard, Prayer Room, Parking, CCTV, Power Backup",0,,,,0,0,0,1,Pathan,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,4,Night owl,Occasional guests,Flexible,Ambivert,0.99,Business Development,Blue Area,1.0,1.0,1.0,Regular hours,0.3,6.0,True,professional
JOB-129,Male,Software Engineer,4,33.666452,72.986861,14520,33120,0.4,6.0,1,,Double,Non-Veg,,0.15,0.62,0.35,0.49,"Power Backup, Security Guard, Laundry, Parking, AC",0,,,,1,1,0,1,Islamabadi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,5,Flexible,Occasional guests,Flexible,Ambivert,0.79,Software Engineer,G-11 Markaz,1.0,1.0,0.0,Regular hours,0.3,2.0,True,professional
JOB-130,Female,Banker,4,33.674179,72.983779,11909,15806,0.37,7.5,1,,Single,Both,,0.29,0.75,0.4,0.38,"Transport Nearby, WiFi, Parking, CCTV",1,,,,0,0,0,0,Punjabi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,5,Early bird,Occasional guests,Flexible,Ambivert,0.73,Banker,G-11 Markaz,1.0,0.0,0.0,Regular hours,0.3,3.0,True,professional
JOB-131,Female,Data Analyst,4,33.67595,73.045496,12403,18271,0.74,1.2,1,,Single,Veg,,0.69,0.68,0.3,0.66,"CCTV, Common Room, Parking",0,,,,0,0,0,0,Punjabi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,3,Night owl,Occasional guests,Flexible,Ambivert,0.48,Data Analyst,G-8 Markaz,1.0,0.0,0.0,Regular hours,0.3,4.0,True,professional
JOB-132,Female,Marketing Executive,4,33.533786,72.915845,16336,18420,0.23,7.0,1,,Single,Non-Veg,,0.65,0.41,0.48,0.32,"Laundry, AC, Transport Nearby, Generator, Prayer Room, Parking",0,,,,1,1,0,0,Pathan,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,3,Early bird,Occasional guests,Flexible,Ambivert,0.55,Marketing Executive,Bahria Town Phase 4,1.0,0.0,1.0,Regular hours,0.3,9.0,True,professional
JOB-133,Male,Marketing Executive,4,33.708273,72.952843,11656,30556,0.89,7.7,1,,Single,Non-Veg,,0.56,0.49,0.13,0.62,"Laundry, Hot Water, Common Room, Prayer Room, Transport Nearby",0,,,,1,0,1,0,Punjabi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,5,Night owl,Occasional guests,Flexible,Ambivert,0.91,Marketing Executive,F-11 Markaz,0.0,0.0,1.0,Regular hours,0.3,5.0,True,professional
JOB-134,Female,Chef,4,33.672719,73.061745,12016,18949,0.2,3.9,1,,Single,Non-Veg,,0.52,0.31,0.23,0.83,"Transport Nearby, Hot Water, Power Backup, Laundry, Security Guard, CCTV",0,,,,1,0,1,1,Punjabi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,4,Night owl,Occasional guests,Flexible,Ambivert,0.75,Chef,I-8 Markaz,0.0,1.0,0.0,Regular hours,0.3,7.0,True,professional
JOB-135,Female,Accountant,4,33.664488,72.98684,16515,32050,0.69,3.6,1,,Shared,Veg,,0.4,0.68,0.26,0.71,"Generator, Prayer Room, Parking",0,,,,0,0,0,0,Punjabi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,5,Night owl,Occasional guests,Flexible,Ambivert,0.71,Accountant,G-11 Markaz,1.0,0.0,1.0,Regular hours,0.3,7.0,True,professional
JOB-136,Male,Civil Engineer,4,33.713212,73.055766,13211,30046,0.39,1.5,0,,Single,Both,,0.16,0.57,0.23,0.38,"Laundry, CCTV, Hot Water, Prayer Room, Common Room",0,,,,1,0,1,0,Islamabadi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,5,Early bird,Occasional guests,Flexible,Ambivert,0.38,Civil Engineer,Stock Exchange (ISE),0.0,0.0,1.0,Regular hours,0.3,3.0,True,professional
JOB-137,Male,Business Development,4,33.523645,72.927375,13370,20230,0.26,2.7,1,,Single,Veg,,0.26,0.89,0.11,0.58,"Security Guard, Transport Nearby, Laundry, Power Backup, CCTV, WiFi",1,,,,1,0,0,1,Punjabi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,5,Flexible,Occasional guests,Flexible,Ambivert,0.77,Business Development,Bahria Town Phase 4,0.0,1.0,0.0,Regular hours,0.3,9.0,True,professional
JOB-138,Male,Teacher,4,33.663091,73.066179,14098,18851,0.61,2.8,0,,Single,Veg,,0.49,0.79,0.14,0.89,"Power Backup, WiFi, CCTV, Prayer Room, Parking",1,,,,0,0,0,1,Sindhi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,5,Night owl,Occasional guests,Flexible,Ambivert,0.44,Teacher,I-8 Markaz,1.0,0.0,1.0,Regular hours,0.3,4.0,True,professional
JOB-139,Female,Journalist,4,33.656472,73.053931,10831,24429,0.35,2.3,1,,Single,Veg,,0.47,0.45,0.22,0.59,"WiFi, Power Backup, Hot Water, Generator, Parking, Laundry",1,,,,1,0,1,1,Pathan,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,4,Flexible,Occasional guests,Flexible,Ambivert,0.32,Journalist,Islamabad Industrial Area (I-9),1.0,0.0,0.0,Regular hours,0.3,8.0,True,professional
JOB-140,Male,Electrician,4,33.671092,73.065835,8319,22852,0.75,3.5,1,,Single,Non-Veg,,0.44,0.49,0.21,0.32,"WiFi, Hot Water, Transport Nearby, CCTV",1,,,,0,0,1,0,Sindhi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,3,Early bird,Occasional guests,Flexible,Ambivert,0.54,Electrician,I-8 Markaz,0.0,0.0,0.0,Regular hours,0.3,5.0,True,professional
JOB-141,Female,Graphic Designer,4,33.671602,73.04401,12366,31853,0.77,7.4,1,,Single,Veg,,0.69,0.53,0.47,0.99,"Parking, Laundry, Common Room, AC",0,,,,1,1,0,0,Sindhi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,5,Night owl,Occasional guests,Flexible,Ambivert,0.7,Graphic Designer,G-8 Markaz,1.0,0.0,0.0,Regular hours,0.3,2.0,True,professional
JOB-142,Female,Software Engineer,4,33.722161,73.056018,17225,34763,0.33,7.9,1,,Double,Non-Veg,,0.21,0.32,0.12,0.72,"Security Guard, CCTV, WiFi",1,,,,0,0,0,0,Islamabadi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,4,Night owl,Occasional guests,Flexible,Ambivert,0.68,Software Engineer,Centaurus Mall Area,0.0,1.0,0.0,Regular hours,0.3,6.0,True,professional
JOB-143,Female,Doctor,4,33.675452,73.036339,13301,17252,0.22,5.1,1,,Shared,Veg,,0.62,0.88,0.25,0.96,"Common Room, Power Backup, AC, Hot Water, Transport Nearby, Prayer Room",0,,,,0,1,1,1,Pathan,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,4,Night owl,Occasional guests,Flexible,Ambivert,0.89,Doctor,G-8 Markaz,0.0,0.0,1.0,Regular hours,0.3,9.0,True,professional
JOB-144,Male,NGO Worker,4,33.666387,73.045787,17207,30570,0.82,5.3,1,,Single,Both,,0.21,0.48,0.38,0.39,"Transport Nearby, Common Room, Generator",0,,,,0,0,0,0,Sindhi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,5,Early bird,Occasional guests,Flexible,Ambivert,0.71,NGO Worker,Islamabad Industrial Area (I-9),0.0,0.0,0.0,Regular hours,0.3,9.0,True,professional
JOB-145,Male,Civil Engineer,4,33.526534,72.923049,16129,22737,0.43,1.5,1,,Shared,Veg,,0.68,0.79,0.37,0.81,"CCTV, WiFi, Hot Water, Laundry, Security Guard",1,,,,1,0,1,0,Pathan,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,3,Night owl,Occasional guests,Flexible,Ambivert,0.75,Civil Engineer,Bahria Town Phase 4,0.0,1.0,0.0,Regular hours,0.3,1.0,True,professional
JOB-146,Male,Marketing Executive,4,33.70827,73.059212,14875,22325,0.82,4.5,1,,Single,Both,,0.6,0.77,0.33,0.83,"Parking, CCTV, Power Backup, WiFi",1,,,,0,0,0,1,Islamabadi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,4,Night owl,Occasional guests,Flexible,Ambivert,0.56,Marketing Executive,Blue Area,1.0,0.0,0.0,Regular hours,0.3,9.0,True,professional
JOB-147,Female,Data Analyst,4,33.698187,72.964022,14151,21423,0.71,4.8,1,,Double,Veg,,0.69,0.84,0.38,0.6,"Common Room, Generator, Parking, WiFi",1,,,,0,0,0,0,Punjabi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,4,Flexible,Occasional guests,Flexible,Ambivert,0.54,Data Analyst,F-10 Markaz,1.0,0.0,0.0,Regular hours,0.3,7.0,True,professional
JOB-148,Male,Doctor,4,33.713155,73.055553,16849,23195,0.66,3.1,1,,Single,Non-Veg,,0.6,0.39,0.24,0.6,"Prayer Room, Transport Nearby, Common Room, CCTV, Laundry",0,,,,1,0,0,0,Punjabi,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,3,Flexible,Occasional guests,Flexible,Ambivert,0.7,Doctor,Stock Exchange (ISE),0.0,0.0,1.0,Regular hours,0.3,3.0,True,professional
JOB-149,Male,HR Manager,4,33.678633,72.979677,9892,21996,0.75,4.3,1,,Double,Non-Veg,,0.43,0.41,0.45,0.56,"WiFi, Hot Water, CCTV, Common Room, Prayer Room, Power Backup",1,,,,0,0,1,1,Pathan,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,3,Flexible,Occasional guests,Flexible,Ambivert,0.36,HR Manager,G-11 Markaz,0.0,0.0,1.0,Regular hours,0.3,9.0,True,professional
JOB-150,Female,Accountant,4,33.698371,72.966801,16871,25653,0.88,5.1,1,,Single,Non-Veg,,0.35,0.62,0.45,0.63,"CCTV, Hot Water, Power Backup, Generator",0,,,,0,0,1,1,Pathan,Islamabad,"Urdu, English",Working Professional,Professional,Non-smoker,5,Night owl,Occasional guests,Flexible,Ambivert,0.87,Accountant,F-10 Markaz,0.0,0.0,0.0,Regular hours,0.3,3.0,True,professional
